subject,frequency
gnd:4155723-2,2
gnd:4044638-4,4
gnd:4376753-9,1
gnd:4535099-1,13
gnd:4115712-6,44
gnd:4728874-7,1
gnd:4164609-5,1
gnd:4140530-4,2
gnd:4349242-3,1
gnd:4365219-0,1
gnd:4014854-3,1
gnd:4177773-6,11
gnd:4287505-5,2
gnd:4147494-6,3
gnd:4150116-0,5
gnd:4047982-1,16
gnd:1035519526,12
gnd:4135379-1,8
gnd:4057375-8,18
gnd:4178556-3,2
gnd:4191369-3,1
gnd:4070978-4,2
gnd:4014733-2,23
gnd:4140388-5,2
gnd:4077131-3,5
gnd:4120711-7,2
gnd:4386873-3,6
gnd:4312776-9,1
gnd:4601882-7,1
gnd:7721130-3,1
gnd:4183663-7,2
gnd:4306988-5,3
gnd:4230505-6,6
gnd:4242662-5,7
gnd:4062553-9,1
gnd:4469781-8,34
gnd:4618915-4,1
gnd:4319759-0,2
gnd:4403842-2,3
gnd:4155916-2,2
gnd:4037612-6,28
gnd:4181484-8,2
gnd:4277414-7,3
gnd:4220681-9,2
gnd:1079180486,3
gnd:4147181-7,2
gnd:4152179-1,1
gnd:4071722-7,39
gnd:4327470-5,117
gnd:4334476-8,2
gnd:4348523-6,1
gnd:4124012-1,21
gnd:4139923-7,20
gnd:4300046-0,63
gnd:4061474-8,6
gnd:4112491-1,56
gnd:4197534-0,1
gnd:4370335-5,1
gnd:4366030-7,1
gnd:4069806-3,4
gnd:4291733-5,2
gnd:4697487-8,1
gnd:4176716-0,1
gnd:7739546-3,3
gnd:4120440-2,8
gnd:4291170-9,2
gnd:4488188-5,5
gnd:4038932-7,2
gnd:4325399-4,3
gnd:4198719-6,1
gnd:4448668-6,2
gnd:4178775-4,2
gnd:4031772-9,4
gnd:4032393-6,21
gnd:4114041-2,2
gnd:4161814-2,3
gnd:1188757121,2
gnd:4027447-0,8
gnd:4261657-8,1
gnd:4121137-6,4
gnd:4163649-1,2
gnd:4189545-9,3
gnd:4697075-7,1
gnd:4155416-4,5
gnd:4337335-5,2
gnd:4282625-1,13
gnd:1120315468,3
gnd:4222151-1,14
gnd:4138547-0,1
gnd:4405205-4,2
gnd:4137659-6,2
gnd:4048806-8,2
gnd:4695349-8,5
gnd:4020227-6,69
gnd:4132305-1,6
gnd:4059351-4,26
gnd:4113437-0,63
gnd:4286402-1,5
gnd:4036097-0,4
gnd:4004811-1,10
gnd:4831291-5,1
gnd:4723826-4,1
gnd:4603232-0,1
gnd:4175994-1,1
gnd:4163377-5,1
gnd:4231727-7,19
gnd:4315387-2,1
gnd:4749938-2,9
gnd:4001207-4,11
gnd:4160579-2,5
gnd:4501218-0,1
gnd:4641370-4,4
gnd:4133806-6,22
gnd:4467757-1,1
gnd:4175101-2,3
gnd:4077587-2,84
gnd:4056648-1,3
gnd:4144870-4,11
gnd:4062801-2,35
gnd:4136352-8,2
gnd:4194658-3,11
gnd:4114294-9,77
gnd:4590623-3,2
gnd:4022993-2,70
gnd:4123887-4,25
gnd:4016091-9,6
gnd:4020929-5,66
gnd:4078859-3,26
gnd:4137036-3,4
gnd:4053818-7,2
gnd:4113580-5,2
gnd:4073860-7,5
gnd:4013384-9,43
gnd:7732648-9,3
gnd:4057342-4,8
gnd:4263629-2,2
gnd:4174524-3,6
gnd:4037021-5,22
gnd:4047511-6,2
gnd:4201879-1,1
gnd:4206141-6,4
gnd:4186432-3,2
gnd:4045660-2,10
gnd:4067461-7,81
gnd:4142205-3,6
gnd:4608084-3,1
gnd:4163765-3,2
gnd:4350001-8,1
gnd:4259538-1,1
gnd:4169027-8,11
gnd:4038951-0,1
gnd:4280023-7,3
gnd:4313178-5,1
gnd:4179774-7,1
gnd:4191450-8,1
gnd:4619222-0,1
gnd:4050331-8,10
gnd:4137435-6,1
gnd:4049365-9,5
gnd:4131117-6,2
gnd:4601119-5,7
gnd:4039972-2,14
gnd:4178253-7,2
gnd:4147746-7,3
gnd:4160910-4,4
gnd:4436419-2,1
gnd:4396978-1,79
gnd:4306238-6,8
gnd:4387563-4,8
gnd:7540075-3,22
gnd:4429725-7,2
gnd:4322458-1,12
gnd:4160600-0,1
gnd:4312683-2,1
gnd:4538862-3,1
gnd:4136176-3,10
gnd:4308985-9,2
gnd:4164846-8,2
gnd:4669522-9,3
gnd:4158467-3,7
gnd:4290364-6,1
gnd:7620632-4,1
gnd:4026302-2,31
gnd:4127842-2,2
gnd:4056693-6,53
gnd:4052385-8,22
gnd:4198196-0,2
gnd:4174871-2,4
gnd:4167290-2,30
gnd:4832365-2,29
gnd:4512697-5,12
gnd:4813651-7,3
gnd:4077624-4,96
gnd:4132123-6,9
gnd:4116546-9,34
gnd:4144729-3,1
gnd:4114266-4,6
gnd:4014641-8,13
gnd:4048190-6,33
gnd:4323946-8,1
gnd:4765228-7,1
gnd:4123065-6,581
gnd:4728387-7,32
gnd:4132145-5,8
gnd:4175308-2,2
gnd:4146026-1,12
gnd:4423366-8,5
gnd:4034878-7,5
gnd:4041036-5,1
gnd:4358095-6,49
gnd:4017214-4,12
gnd:4174509-7,7
gnd:4146003-0,1
gnd:4050851-1,13
gnd:4691244-7,3
gnd:4134712-2,24
gnd:4184494-4,7
gnd:4273256-6,15
gnd:4246666-0,2
gnd:4323967-5,8
gnd:4133333-0,1
gnd:4008598-3,24
gnd:4174104-3,1
gnd:4335401-4,2
gnd:4284881-7,6
gnd:4336304-0,2
gnd:4075695-6,25
gnd:4182221-3,1
gnd:4148343-1,2
gnd:4117265-6,52
gnd:4182644-9,1
gnd:4037647-3,6
gnd:4182346-1,1
gnd:4065310-9,14
gnd:4144449-8,2
gnd:4015381-2,2
gnd:4137934-2,11
gnd:4179219-1,2
gnd:4226777-8,6
gnd:4304375-6,3
gnd:4139581-5,4
gnd:4057399-0,4
gnd:4071234-5,7
gnd:4067476-9,1
gnd:4727098-6,61
gnd:4289080-9,3
gnd:4229023-5,1
gnd:4001183-5,154
gnd:4113446-1,53
gnd:4127360-6,3
gnd:4173962-0,8
gnd:4027503-6,11
gnd:4361388-3,3
gnd:4447164-6,15
gnd:4252428-3,1
gnd:4464511-9,1
gnd:4131912-6,18
gnd:4304141-3,3
gnd:4166893-5,2
gnd:4033267-6,1
gnd:4223128-0,2
gnd:4182335-7,1
gnd:4168567-2,1
gnd:4120806-7,19
gnd:4280799-2,17
gnd:4075421-2,42
gnd:7730148-1,1
gnd:4182332-1,2
gnd:4400572-6,2
gnd:4180608-6,7
gnd:4312216-4,9
gnd:1240784643,5
gnd:4330329-8,1
gnd:4309279-2,1
gnd:4742224-5,1
gnd:4077970-1,157
gnd:4314754-9,10
gnd:4263273-0,3
gnd:4245710-5,1
gnd:4146352-3,4
gnd:4187406-7,5
gnd:4274473-8,20
gnd:1084609584,2
gnd:7591667-8,35
gnd:4252995-5,10
gnd:4312570-0,1
gnd:4123378-5,18
gnd:4045547-6,6
gnd:4481165-2,1
gnd:4665416-1,1
gnd:4240294-3,3
gnd:4244347-7,25
gnd:4307016-4,2
gnd:4136216-0,6
gnd:4321721-7,11
gnd:4139629-7,1
gnd:4064171-5,1
gnd:4166862-5,2
gnd:4255772-0,4
gnd:4010319-5,16
gnd:4131714-2,2
gnd:4217961-0,39
gnd:4158916-6,2
gnd:4207720-5,3
gnd:4129066-5,10
gnd:4167607-5,11
gnd:4267986-2,4
gnd:4059798-2,16
gnd:4252207-9,2
gnd:4073781-0,5
gnd:4127500-7,2
gnd:4113642-1,2
gnd:4154829-2,1
gnd:4132808-5,1
gnd:4169530-6,5
gnd:4705961-8,50
gnd:4125617-7,15
gnd:7501248-0,1
gnd:4169554-9,2
gnd:4129537-7,23
gnd:4133166-7,3
gnd:4162027-6,1
gnd:4157742-5,1
gnd:4157162-9,1
gnd:4113432-1,31
gnd:4187003-7,4
gnd:4178544-7,3
gnd:4164507-8,32
gnd:4166199-0,4
gnd:4145671-3,1
gnd:4172251-6,12
gnd:4039849-3,4
gnd:4035596-2,30
gnd:4174992-3,6
gnd:4232594-8,3
gnd:4021142-3,25
gnd:4447176-2,1
gnd:4159617-1,1
gnd:4058724-1,26
gnd:4317056-0,1
gnd:4154916-8,1
gnd:4442915-0,4
gnd:4186632-0,2
gnd:4705025-1,1
gnd:4317123-0,3
gnd:4184795-7,1
gnd:4294483-1,2
gnd:4142676-9,1
gnd:4020212-4,11
gnd:4020588-5,221
gnd:4173322-8,1
gnd:4182741-7,31
gnd:4120627-7,6
gnd:4170911-1,2
gnd:4513887-4,1
gnd:4209029-5,2
gnd:4186609-5,2
gnd:4204326-8,24
gnd:4136101-5,1
gnd:4479487-3,1
gnd:4182608-5,2
gnd:4172434-3,2
gnd:4136213-5,1
gnd:4183288-7,4
gnd:4190674-3,1
gnd:4032651-2,4
gnd:4112510-1,1
gnd:4300182-8,2
gnd:4011404-1,5
gnd:4027007-5,9
gnd:4051038-4,1
gnd:4074250-7,20
gnd:4120314-8,2
gnd:4160349-7,1
gnd:4152415-9,3
gnd:4114328-0,6
gnd:4128844-0,26
gnd:4114333-4,113
gnd:4074442-5,2
gnd:4132152-2,1
gnd:4147134-9,2
gnd:4402897-0,15
gnd:4762261-1,1
gnd:4755839-8,5
gnd:4167900-3,1
gnd:4820466-3,7
gnd:4563078-1,3
gnd:4177371-8,3
gnd:4171761-2,5
gnd:4271836-3,9
gnd:4129844-5,2
gnd:4143518-7,9
gnd:4068866-5,6
gnd:4201496-7,1
gnd:4024371-0,1
gnd:4291339-1,1
gnd:4285013-7,2
gnd:4157472-2,1
gnd:4047461-6,3
gnd:4014626-1,3
gnd:4124525-8,5
gnd:4274825-2,25
gnd:4720290-7,1
gnd:4529954-7,3
gnd:4002851-3,966
gnd:4129374-5,5
gnd:4192147-1,58
gnd:4057760-0,25
gnd:4184117-7,10
gnd:4402067-3,3
gnd:4185148-1,10
gnd:4025109-3,5
gnd:4133882-0,2
gnd:4029823-1,27
gnd:4039305-7,9
gnd:4029783-4,10
gnd:4051253-8,2
gnd:4071050-6,50
gnd:4156640-3,11
gnd:4595928-6,1
gnd:4020085-1,1
gnd:4309351-6,1
gnd:4178073-5,1
gnd:4168812-0,1
gnd:4374522-2,1
gnd:4178935-0,1
gnd:4169895-2,4
gnd:4010866-1,1
gnd:4002859-8,18
gnd:4232554-7,2
gnd:4278277-6,8
gnd:4121184-4,4
gnd:4120678-2,8
gnd:4230509-3,6
gnd:4075616-6,3
gnd:4388445-3,2
gnd:4689535-8,1
gnd:4126202-5,7
gnd:4156038-3,6
gnd:4184773-8,3
gnd:4064081-4,21
gnd:4130684-3,30
gnd:4463785-8,1
gnd:4318601-4,4
gnd:4137187-2,7
gnd:4558006-6,1
gnd:4139845-2,1
gnd:4209283-8,9
gnd:4063385-8,7
gnd:4057696-6,22
gnd:4368274-1,3
gnd:4015366-6,15
gnd:4181361-3,1
gnd:4169395-4,4
gnd:4008195-3,51
gnd:4152831-1,7
gnd:4279469-9,1
gnd:4013901-3,11
gnd:4140100-1,1
gnd:4210374-5,10
gnd:4647152-2,27
gnd:4176912-0,5
gnd:4337333-1,8
gnd:4130722-7,12
gnd:4131057-3,4
gnd:4160909-8,10
gnd:4330139-3,2
gnd:4131871-7,11
gnd:4169043-6,3
gnd:4161702-2,1
gnd:4000123-4,1
gnd:4129253-4,2
gnd:4351333-5,1
gnd:4768127-5,42
gnd:4157819-3,16
gnd:4058812-9,119
gnd:4549734-5,2
gnd:4029577-1,41
gnd:4073840-1,11
gnd:4044779-0,141
gnd:4347736-7,1
gnd:4147817-4,3
gnd:4337771-3,1
gnd:4793548-0,4
gnd:4225737-2,5
gnd:4147300-0,4
gnd:4172557-8,2
gnd:4282597-0,4
gnd:4160091-5,4
gnd:4077444-2,6
gnd:4412262-7,1
gnd:4121076-1,2
gnd:4076715-2,1
gnd:4488799-1,1
gnd:4147127-1,2
gnd:4425163-4,3
gnd:4251689-4,1
gnd:1246234939,2
gnd:4329257-4,1
gnd:4391978-9,1
gnd:4136836-8,1
gnd:4574021-5,2
gnd:4307580-0,1
gnd:4145597-6,35
gnd:4147372-3,2
gnd:4188724-4,12
gnd:4139867-1,6
gnd:4057912-8,5
gnd:4349284-8,1
gnd:4319757-7,1
gnd:4147369-3,3
gnd:4135868-5,10
gnd:4064542-3,4
gnd:4004927-9,22
gnd:4136674-8,2
gnd:4130446-9,3
gnd:4137689-4,2
gnd:4477173-3,1
gnd:4048200-5,10
gnd:4157740-1,3
gnd:4480925-6,2
gnd:4125057-6,3
gnd:4124887-9,3
gnd:4128410-0,1
gnd:4124447-3,2
gnd:4032690-1,50
gnd:4074745-1,2
gnd:4152089-0,3
gnd:4002641-3,26
gnd:4316837-1,25
gnd:4064698-1,21
gnd:4070959-0,15
gnd:4121556-4,6
gnd:4077513-6,8
gnd:4510652-6,2
gnd:4042379-7,4
gnd:4510653-8,2
gnd:4151469-5,10
gnd:4142440-2,4
gnd:4034421-6,3
gnd:4064728-6,22
gnd:4000114-3,4
gnd:4045326-1,3
gnd:4174591-7,6
gnd:4049338-6,9
gnd:7753111-5,2
gnd:4129942-5,1
gnd:4045892-1,8
gnd:4126903-2,9
gnd:4054548-9,2
gnd:4150392-2,1
gnd:4138730-2,1
gnd:4157159-9,5
gnd:4803438-1,35
gnd:4257608-8,1
gnd:7610677-9,11
gnd:4408919-3,1
gnd:4162055-0,3
gnd:4207950-0,5
gnd:4152756-2,1
gnd:4737230-8,1
gnd:4048717-9,23
gnd:4375209-3,4
gnd:7623494-0,170
gnd:7598578-0,10
gnd:4134359-1,8
gnd:4201713-0,6
gnd:4165200-9,1
gnd:1096779579,2
gnd:4253160-3,2
gnd:4051925-9,1
gnd:4125902-6,5
gnd:4177276-3,3
gnd:4026596-1,12
gnd:4030102-3,12
gnd:4149934-7,2
gnd:4230260-2,26
gnd:4375595-1,15
gnd:4128574-8,19
gnd:4183523-2,4
gnd:4130450-0,1
gnd:4170985-8,2
gnd:4292869-2,2
gnd:4312574-8,4
gnd:4190948-3,3
gnd:4152546-2,4
gnd:4458626-7,1
gnd:4147318-8,1
gnd:4493231-5,1
gnd:4170407-1,3
gnd:4432264-1,12
gnd:4032272-5,4
gnd:4142990-4,3
gnd:4003397-1,33
gnd:4375133-7,3
gnd:4006799-3,5
gnd:4131757-9,2
gnd:4057379-5,3
gnd:4345398-3,1
gnd:4168918-5,4
gnd:4599033-5,7
gnd:4113782-6,86
gnd:4705829-8,1
gnd:4116521-4,116
gnd:4841015-9,44
gnd:4223132-2,7
gnd:4155626-4,4
gnd:4327218-6,2
gnd:4183899-3,4
gnd:4180765-0,2
gnd:4372478-4,3
gnd:4006780-4,17
gnd:4302898-6,2
gnd:4055747-9,13
gnd:4057561-5,4
gnd:4122269-6,8
gnd:4041030-4,9
gnd:4329427-3,4
gnd:4377660-7,1
gnd:7543834-3,2
gnd:4076108-3,3
gnd:4406207-2,3
gnd:7724795-4,1
gnd:4137933-0,1
gnd:4127276-6,3
gnd:4067889-1,10
gnd:4398360-1,1
gnd:4205186-1,1
gnd:4123405-4,1
gnd:4209813-0,1
gnd:4049075-0,4
gnd:4068347-3,5
gnd:4157617-2,1
gnd:4239268-8,1
gnd:4352523-4,1
gnd:7635317-5,1
gnd:4130175-4,2
gnd:4071745-8,2
gnd:4198012-8,10
gnd:4161668-6,10
gnd:4159143-4,1
gnd:4418984-9,4
gnd:4205237-3,2
gnd:4133952-6,8
gnd:4220920-1,1
gnd:4309013-8,20
gnd:4006798-1,20
gnd:4228498-3,2
gnd:4500954-5,13
gnd:4705155-3,6
gnd:4371932-6,1
gnd:4185160-2,1
gnd:4039197-8,10
gnd:4126898-2,2
gnd:4033151-9,2
gnd:4072885-7,40
gnd:4204241-0,1
gnd:4063213-1,4
gnd:4171093-9,1
gnd:4121924-7,11
gnd:4277027-0,4
gnd:1031290052,5
gnd:4032366-3,2
gnd:4123202-1,9
gnd:4146536-2,2
gnd:7633313-9,5
gnd:4143252-6,9
gnd:4041387-1,35
gnd:4048590-0,79
gnd:4817917-6,30
gnd:4154167-4,1
gnd:4036943-2,1
gnd:4190021-2,33
gnd:4006890-0,3
gnd:4034870-2,105
gnd:4190018-2,7
gnd:4045699-7,9
gnd:4172680-7,4
gnd:4067544-0,2
gnd:4067675-4,5
gnd:4231932-8,2
gnd:4233855-4,2
gnd:4664064-2,5
gnd:4209328-4,20
gnd:4451759-2,1
gnd:4279477-8,2
gnd:4143385-3,1
gnd:4023095-8,1
gnd:4062983-1,6
gnd:4129197-9,1
gnd:4006880-8,22
gnd:4129196-7,1
gnd:4201989-8,8
gnd:4046482-9,9
gnd:4244847-5,3
gnd:4139258-9,2
gnd:4423007-2,25
gnd:4210049-5,3
gnd:4160547-0,1
gnd:7598676-0,5
gnd:4145596-4,18
gnd:4425089-7,1
gnd:4056634-1,1
gnd:4155272-6,17
gnd:4015326-5,2
gnd:4308416-3,328
gnd:4187680-5,14
gnd:4004436-1,15
gnd:7864395-8,11
gnd:4168702-4,1
gnd:4160290-0,2
gnd:4066383-8,5
gnd:4614091-8,1
gnd:4188347-0,1
gnd:4170383-2,11
gnd:4007348-8,22
gnd:4004945-0,60
gnd:4057887-2,18
gnd:4076215-4,28
gnd:1208516159,3
gnd:4121729-9,57
gnd:4155282-9,3
gnd:4130671-5,11
gnd:4136308-5,2
gnd:4147357-7,2
gnd:4039238-7,32
gnd:4174886-4,1
gnd:4264286-3,18
gnd:4056618-3,55
gnd:4046563-9,16
gnd:4112771-7,5
gnd:4618875-7,3
gnd:4318452-2,2
gnd:4140560-2,5
gnd:4121140-6,3
gnd:4190685-8,4
gnd:4273137-9,2
gnd:4399931-1,84
gnd:4204838-2,3
gnd:4274904-9,1
gnd:4345120-2,3
gnd:4000631-1,7
gnd:4154838-3,1
gnd:4034054-5,24
gnd:4226177-6,5
gnd:4061226-0,4
gnd:4154773-1,9
gnd:4121611-8,4
gnd:4126263-3,15
gnd:4193468-4,11
gnd:4149178-6,2
gnd:4070860-3,2
gnd:4124833-8,15
gnd:7660153-5,54
gnd:4065604-4,13
gnd:4314783-5,2
gnd:4209339-9,2
gnd:4147738-8,2
gnd:4125422-3,7
gnd:4311641-3,1
gnd:4070991-7,2
gnd:4185906-6,3
gnd:4141236-9,1
gnd:4226475-3,1
gnd:4074631-8,16
gnd:4006111-5,39
gnd:4148995-0,10
gnd:4623454-8,2
gnd:4215390-6,2
gnd:4455365-1,3
gnd:4139081-7,13
gnd:4010318-3,4
gnd:4162140-2,9
gnd:4057364-3,12
gnd:4123357-8,1
gnd:4023242-6,3
gnd:4180967-1,3
gnd:4184374-5,1
gnd:4415032-5,1
gnd:4132810-3,28
gnd:4126251-7,11
gnd:4014894-4,19
gnd:4560327-3,4
gnd:4172153-6,1
gnd:4808941-2,1
gnd:4793582-0,7
gnd:4279323-3,8
gnd:4655088-4,1
gnd:4131886-9,1
gnd:4125243-3,17
gnd:4132253-8,3
gnd:4007358-0,5
gnd:4187153-4,2
gnd:4201051-2,6
gnd:4297488-4,7
gnd:4158614-1,5
gnd:4522144-3,4
gnd:4470214-0,5
gnd:4323640-6,1
gnd:4151569-9,1
gnd:4130197-3,2
gnd:4133962-9,4
gnd:4113858-2,28
gnd:4025104-4,15
gnd:4030509-0,3
gnd:7679140-3,2
gnd:4261973-7,2
gnd:4147541-0,5
gnd:4047340-5,22
gnd:7732064-5,2
gnd:4250471-5,3
gnd:4191911-7,31
gnd:4121677-5,53
gnd:4141761-6,4
gnd:4172787-3,7
gnd:4173847-0,1
gnd:4138384-9,3
gnd:4067618-3,3
gnd:4183273-5,1
gnd:4169246-9,5
gnd:4188289-1,1
gnd:4016062-2,8
gnd:7590286-2,4
gnd:4453251-9,11
gnd:4139643-1,2
gnd:4277897-9,2
gnd:4526402-8,2
gnd:4273322-4,1
gnd:7501213-3,1
gnd:4039983-7,42
gnd:4138565-2,8
gnd:4064180-6,7
gnd:4009846-1,11
gnd:4720368-7,12
gnd:1148987150,2
gnd:4064115-6,17
gnd:4162347-2,8
gnd:4302626-6,16
gnd:4186602-2,11
gnd:4121851-6,9
gnd:4332269-4,1
gnd:4163534-6,3
gnd:4033824-1,5
gnd:4581715-7,7
gnd:4068050-2,12
gnd:4068129-4,18
gnd:4194193-7,2
gnd:4187978-8,1
gnd:4346379-4,1
gnd:4141897-9,6
gnd:4208182-8,7
gnd:4444843-0,1
gnd:4062550-3,1
gnd:4174398-2,1
gnd:4017701-4,12
gnd:4321152-5,1
gnd:4128790-3,5
gnd:4140438-5,1
gnd:4131432-3,3
gnd:4169148-9,15
gnd:4025092-1,4
gnd:4038639-9,58
gnd:4171594-9,2
gnd:4321722-9,29
gnd:4019752-9,23
gnd:4756133-6,2
gnd:4021908-2,21
gnd:4124194-0,5
gnd:4167502-2,3
gnd:4139969-9,2
gnd:4188417-6,88
gnd:4130267-9,22
gnd:4010450-3,52
gnd:4145435-2,10
gnd:4323954-7,1
gnd:4136065-5,5
gnd:4038243-6,46
gnd:4138724-7,1
gnd:4277879-7,2
gnd:4070813-5,28
gnd:4314334-9,14
gnd:4839853-6,1
gnd:4431718-9,9
gnd:4044890-3,11
gnd:4299972-8,1
gnd:4204817-5,2
gnd:4143180-7,3
gnd:4065852-1,6
gnd:4167040-1,2
gnd:4186884-5,8
gnd:4132280-0,63
gnd:4034402-2,51
gnd:4317852-2,1
gnd:4154827-9,1
gnd:4320674-8,2
gnd:4069568-2,13
gnd:103216963X,5
gnd:4142569-8,3
gnd:4674119-7,1
gnd:4150451-3,8
gnd:4203832-7,8
gnd:4758772-6,2
gnd:116732739X,6
gnd:4043212-9,14
gnd:4017195-4,36
gnd:4189708-0,3
gnd:4508395-2,1
gnd:4127980-3,20
gnd:4045587-7,4
gnd:4061619-8,81
gnd:4161560-8,5
gnd:4243688-6,4
gnd:4073757-3,48
gnd:4040936-3,104
gnd:4580265-8,5
gnd:4127298-5,10
gnd:7544630-3,5
gnd:4770443-3,1
gnd:4140918-8,1
gnd:4144658-6,1
gnd:4327906-5,24
gnd:4344515-9,28
gnd:4164967-9,1
gnd:4178507-1,2
gnd:4386556-2,1
gnd:4076508-8,20
gnd:4020209-4,1
gnd:4252358-8,2
gnd:4123904-0,2
gnd:4169916-6,13
gnd:4818897-9,2
gnd:4164921-7,2
gnd:4121121-2,17
gnd:4209015-5,5
gnd:4130847-5,18
gnd:4238872-7,94
gnd:4156734-1,3
gnd:4186243-0,1
gnd:4132389-0,4
gnd:4354995-0,3
gnd:1093621397,1
gnd:1132829860,2
gnd:7742131-0,4
gnd:4073410-9,5
gnd:4054392-4,2
gnd:4182249-3,1
gnd:4077348-6,1
gnd:4323345-4,3
gnd:4076411-4,3
gnd:4056138-0,48
gnd:4140264-9,4
gnd:4329242-2,1
gnd:4212195-4,9
gnd:4305239-3,2
gnd:4194476-8,2
gnd:4135129-0,4
gnd:4002733-8,25
gnd:4066438-7,76
gnd:4066527-6,50
gnd:4170174-4,35
gnd:4019627-6,9
gnd:4012300-5,4
gnd:4274464-7,2
gnd:4138552-4,18
gnd:4174785-9,1
gnd:1135746702,2
gnd:4139325-9,1
gnd:4130725-2,8
gnd:4117700-9,2
gnd:4135485-0,1
gnd:4475269-6,8
gnd:4120906-0,31
gnd:4455033-9,1
gnd:4197459-1,7
gnd:4584423-9,1
gnd:4154497-3,1
gnd:4542599-1,1
gnd:4123192-2,12
gnd:4291270-2,5
gnd:4180348-6,5
gnd:4174796-3,7
gnd:4320078-3,2
gnd:4456110-6,26
gnd:4190409-6,3
gnd:4157374-2,3
gnd:4169025-4,5
gnd:4176077-3,8
gnd:4200157-2,2
gnd:4183800-2,1
gnd:4174495-0,1
gnd:4163425-1,5
gnd:4001735-7,2
gnd:4311655-3,1
gnd:4239804-6,2
gnd:4032813-2,4
gnd:4690490-6,17
gnd:1296385140,1
gnd:4016397-0,25
gnd:4121353-1,3
gnd:4671489-3,1
gnd:4136283-4,4
gnd:4227908-2,1
gnd:4022233-0,55
gnd:4736241-8,3
gnd:4226127-2,116
gnd:4182591-3,1
gnd:4034013-2,17
gnd:4115645-6,78
gnd:4057808-2,3
gnd:4215596-4,1
gnd:4156669-5,2
gnd:4012248-7,65
gnd:4510314-8,9
gnd:4182839-2,1
gnd:4121210-1,4
gnd:4236763-3,7
gnd:4064516-2,6
gnd:4113456-4,18
gnd:4045855-6,5
gnd:4130962-5,2
gnd:1128828189,4
gnd:4286364-8,2
gnd:4174841-4,11
gnd:4276512-2,1
gnd:4043664-0,176
gnd:4015930-9,2
gnd:4274463-5,16
gnd:4491776-4,1
gnd:4555095-5,5
gnd:4169590-2,4
gnd:4344251-1,6
gnd:4473008-1,5
gnd:4038971-6,236
gnd:4026655-2,4
gnd:4366229-8,1
gnd:7679053-8,5
gnd:123750631X,1
gnd:4336435-4,1
gnd:4068007-1,3
gnd:4129834-2,3
gnd:4335201-7,2
gnd:4182614-0,7
gnd:4017547-9,2
gnd:4245169-3,1
gnd:4156111-9,4
gnd:4115716-3,126
gnd:4126120-3,1
gnd:4047304-1,10
gnd:4030088-2,1
gnd:4050306-9,1
gnd:4049716-1,82
gnd:1275789080,1
gnd:4193754-5,387
gnd:4031980-5,8
gnd:4176824-3,11
gnd:4507910-9,2
gnd:4129735-0,5
gnd:4267503-0,1
gnd:4171673-5,2
gnd:4290011-6,1
gnd:4538754-0,3
gnd:4140612-6,1
gnd:4359520-0,1
gnd:4291776-1,1
gnd:4150340-5,1
gnd:4452555-2,1
gnd:1049453719,2
gnd:1217662863,2
gnd:4348318-5,6
gnd:4155900-9,3
gnd:4266744-6,6
gnd:4048561-4,81
gnd:4047676-5,1
gnd:4027266-7,49
gnd:103376342X,4
gnd:4318730-4,1
gnd:4257775-5,14
gnd:4041457-7,14
gnd:4288529-2,1
gnd:4304075-5,36
gnd:4665329-6,9
gnd:4409935-6,1
gnd:4307817-5,2
gnd:4309987-7,2
gnd:4159627-4,5
gnd:4155138-2,6
gnd:4183260-7,1
gnd:4183276-0,5
gnd:4155514-4,3
gnd:4137951-2,1
gnd:4256795-6,1
gnd:4005493-7,8
gnd:4181431-9,4
gnd:4227242-7,1
gnd:4120888-2,2
gnd:4032049-2,2
gnd:4503454-0,1
gnd:4151042-2,1
gnd:4190765-6,1
gnd:4141129-8,6
gnd:4163484-6,1
gnd:4014327-2,10
gnd:4143804-8,3
gnd:4037135-9,5
gnd:4262674-2,1
gnd:4047123-8,1
gnd:4293504-0,5
gnd:4061842-0,4
gnd:7619259-3,4
gnd:4592128-3,113
gnd:4007369-5,4
gnd:4152914-5,1
gnd:4059252-2,70
gnd:4066399-1,131
gnd:4023838-6,4
gnd:4185932-7,30
gnd:4170394-7,4
gnd:104638838X,3
gnd:4452968-5,4
gnd:7755384-6,9
gnd:4142547-9,2
gnd:4330791-7,2
gnd:4557515-0,1
gnd:4612850-5,1
gnd:4153362-8,4
gnd:4729990-3,25
gnd:4121292-7,2
gnd:4169804-6,6
gnd:4346801-9,8
gnd:4153063-9,3
gnd:4827894-4,26
gnd:4197730-0,14
gnd:4136749-2,7
gnd:4789222-5,40
gnd:7618094-3,21
gnd:4194626-1,17
gnd:4256726-9,8
gnd:4319830-2,2
gnd:4379906-1,1
gnd:4206467-3,8
gnd:4262089-2,5
gnd:4362762-6,12
gnd:4189552-6,5
gnd:7745887-4,3
gnd:4274823-9,4
gnd:4155813-3,1
gnd:4468121-5,1
gnd:4143255-1,4
gnd:4384864-3,1
gnd:4193812-4,4
gnd:4322772-7,1
gnd:4131032-9,2
gnd:4055785-6,8
gnd:4034026-0,45
gnd:4129320-4,3
gnd:4034450-2,30
gnd:4049012-9,16
gnd:4063317-2,39
gnd:4026661-8,24
gnd:4078494-0,10
gnd:4154107-8,3
gnd:4035035-6,21
gnd:4220710-1,1
gnd:4358905-4,1
gnd:1028601360,2
gnd:4378786-1,1
gnd:4235006-2,2
gnd:4049846-3,3
